game_id,minutes_elapsed,home_score,away_score,final_home_score,final_away_score
62,18.599999999999998,31,22,29,22
62,20.099999999999998,32,22,29,22
62,21.9,31,22,29,22
62,28.5,28,22,29,22
62,33.9,33,22,29,22
62,34.199999999999996,33,22,29,22
62,35.1,33,22,29,22
62,36.3,32,22,29,22
62,42.0,34,22,29,22
62,50.1,28,22,29,22
62,51.0,28,22,29,22
62,52.8,32,22,29,22
62,53.1,32,22,29,22
63,9.0,13,15,32,15
63,12.0,16,15,32,15
63,14.7,15,15,32,15
63,18.0,12,15,32,15
63,19.2,13,15,32,15
63,25.8,17,15,32,15
63,31.2,18,15,32,15
63,31.799999999999997,19,15,32,15
63,43.8,28,15,32,15
63,45.6,30,15,32,15
63,48.0,33,15,32,15
63,50.1,32,15,32,15
63,52.5,32,15,32,15
63,54.6,33,15,32,15
63,57.3,35,15,32,15
64,0.3,24,23,46,23
64,0.6,24,23,46,23
64,3.3,24,23,46,23
64,5.7,25,23,46,23
64,8.4,29,23,46,23
64,13.5,30,23,46,23
64,17.7,34,23,46,23
64,20.4,38,23,46,23
64,21.599999999999998,37,23,46,23
64,35.699999999999996,44,23,46,23
64,38.1,43,23,46,23
64,40.199999999999996,42,23,46,23
64,43.8,46,23,46,23
64,46.5,48,23,46,23
64,56.1,47,23,46,23
65,3.0,6,11,0,11
65,9.299999999999999,0,11,0,11
65,10.5,1,11,0,11
65,12.6,3,11,0,11
65,27.3,0,11,0,11
65,31.5,0,11,0,11
65,36.3,0,11,0,11
65,37.199999999999996,0,11,0,11
65,38.699999999999996,0,11,0,11
65,41.1,0,11,0,11
65,42.9,0,11,0,11
65,47.1,0,11,0,11
65,47.699999999999996,0,11,0,11
65,50.1,0,11,0,11
65,59.699999999999996,0,11,0,11
66,4.5,18,20,32,20
66,7.8,22,20,32,20
66,16.2,28,20,32,20
66,23.7,28,20,32,20
66,25.5,33,20,32,20
66,33.9,23,20,32,20
66,36.0,27,20,32,20
66,36.6,28,20,32,20
66,39.6,28,20,32,20
66,42.6,24,20,32,20
66,45.9,24,20,32,20
66,47.1,26,20,32,20
66,47.699999999999996,26,20,32,20
66,50.4,24,20,32,20
66,51.0,23,20,32,20
67,1.2,22,23,51,23
67,5.1,21,23,51,23
67,8.7,30,23,51,23
67,10.2,32,23,51,23
67,25.2,42,23,51,23
67,28.2,40,23,51,23
67,33.6,40,23,51,23
67,33.9,40,23,51,23
67,35.4,40,23,51,23
67,36.3,40,23,51,23
67,37.199999999999996,41,23,51,23
67,48.6,47,23,51,23
67,50.4,44,23,51,23
67,53.1,44,23,51,23
67,56.699999999999996,50,23,51,23
68,4.8,31,21,30,21
68,6.3,28,21,30,21
68,7.5,31,21,30,21
68,9.299999999999999,30,21,30,21
68,10.799999999999999,28,21,30,21
68,11.4,30,21,30,21
68,12.0,28,21,30,21
68,22.8,29,21,30,21
68,29.4,28,21,30,21
68,34.8,28,21,30,21
68,35.4,27,21,30,21
68,37.8,26,21,30,21
68,41.4,29,21,30,21
68,45.6,29,21,30,21
68,57.3,28,21,30,21
69,5.1,1,13,0,13
69,5.7,2,13,0,13
69,7.199999999999999,0,13,0,13
69,7.8,0,13,0,13
69,13.2,0,13,0,13
69,22.8,0,13,0,13
69,25.2,0,13,0,13
69,31.799999999999997,0,13,0,13
69,32.1,0,13,0,13
69,33.0,0,13,0,13
69,35.4,0,13,0,13
69,36.6,0,13,0,13
69,40.199999999999996,0,13,0,13
69,43.199999999999996,0,13,0,13
69,57.0,0,13,0,13
70,2.6999999999999997,14,11,5,11
70,7.199999999999999,9,11,5,11
70,19.8,12,11,5,11
70,28.799999999999997,13,11,5,11
70,29.7,13,11,5,11
70,32.1,14,11,5,11
70,32.699999999999996,12,11,5,11
70,37.199999999999996,14,11,5,11
70,39.6,12,11,5,11
70,43.8,8,11,5,11
70,44.699999999999996,10,11,5,11
70,51.3,8,11,5,11
70,51.6,9,11,5,11
70,53.1,10,11,5,11
70,55.199999999999996,6,11,5,11
71,7.199999999999999,24,12,8,12
71,7.5,25,12,8,12
71,9.0,22,12,8,12
71,12.0,19,12,8,12
71,15.299999999999999,22,12,8,12
71,16.5,20,12,8,12
71,20.7,24,12,8,12
71,23.7,18,12,8,12
71,24.0,17,12,8,12
71,34.199999999999996,17,12,8,12
71,37.5,16,12,8,12
71,40.8,24,12,8,12
71,44.699999999999996,20,12,8,12
71,50.1,20,12,8,12
71,58.8,12,12,8,12
72,1.2,13,14,17,14
72,2.1,11,14,17,14
72,5.7,13,14,17,14
72,7.199999999999999,9,14,17,14
72,16.5,13,14,17,14
72,27.9,18,14,17,14
72,28.5,16,14,17,14
72,33.0,16,14,17,14
72,38.4,16,14,17,14
72,38.699999999999996,18,14,17,14
72,43.5,18,14,17,14
72,52.199999999999996,22,14,17,14
72,54.0,26,14,17,14
72,57.3,16,14,17,14
72,58.199999999999996,14,14,17,14
73,4.2,7,10,12,10
73,13.5,11,10,12,10
73,15.6,7,10,12,10
73,15.899999999999999,7,10,12,10
73,16.8,9,10,12,10
73,18.3,11,10,12,10
73,19.5,15,10,12,10
73,23.7,14,10,12,10
73,31.799999999999997,15,10,12,10
73,33.3,19,10,12,10
73,33.6,19,10,12,10
73,36.6,17,10,12,10
73,49.199999999999996,16,10,12,10
73,53.1,16,10,12,10
73,56.4,14,10,12,10
74,2.6999999999999997,11,12,6,12
74,4.8,16,12,6,12
74,7.8,17,12,6,12
74,12.6,13,12,6,12
74,15.6,12,12,6,12
74,18.3,13,12,6,12
74,19.8,14,12,6,12
74,27.599999999999998,19,12,6,12
74,35.699999999999996,12,12,6,12
74,36.0,12,12,6,12
74,41.1,10,12,6,12
74,42.0,9,12,6,12
74,45.6,8,12,6,12
74,46.199999999999996,8,12,6,12
74,50.4,9,12,6,12
75,6.3,17,11,28,11
75,17.7,17,11,28,11
75,19.5,13,11,28,11
75,22.5,11,11,28,11
75,23.4,12,11,28,11
75,24.9,12,11,28,11
75,27.9,16,11,28,11
75,36.3,18,11,28,11
75,39.0,20,11,28,11
75,44.699999999999996,28,11,28,11
75,48.9,25,11,28,11
75,49.5,26,11,28,11
75,55.199999999999996,29,11,28,11
75,57.9,27,11,28,11
75,58.5,26,11,28,11
76,4.2,11,18,7,18
76,8.4,16,18,7,18
76,14.7,17,18,7,18
76,22.8,22,18,7,18
76,25.5,22,18,7,18
76,27.0,15,18,7,18
76,33.6,21,18,7,18
76,37.199999999999996,22,18,7,18
76,39.9,22,18,7,18
76,43.199999999999996,19,18,7,18
76,45.3,21,18,7,18
76,47.1,19,18,7,18
76,49.8,15,18,7,18
76,52.5,19,18,7,18
76,56.1,11,18,7,18
77,0.6,10,10,31,10
77,0.8999999999999999,9,10,31,10
77,7.8,9,10,31,10
77,10.2,6,10,31,10
77,12.0,7,10,31,10
77,21.3,10,10,31,10
77,31.799999999999997,20,10,31,10
77,32.699999999999996,21,10,31,10
77,33.6,24,10,31,10
77,37.199999999999996,23,10,31,10
77,39.9,20,10,31,10
77,48.6,20,10,31,10
77,51.3,24,10,31,10
77,54.3,29,10,31,10
77,55.199999999999996,28,10,31,10
78,0.3,13,13,41,13
78,5.3999999999999995,16,13,41,13
78,12.0,15,13,41,13
78,14.1,18,13,41,13
78,14.7,18,13,41,13
78,19.2,25,13,41,13
78,26.099999999999998,28,13,41,13
78,34.5,35,13,41,13
78,36.6,37,13,41,13
78,37.199999999999996,37,13,41,13
78,43.199999999999996,43,13,41,13
78,45.9,43,13,41,13
78,46.5,44,13,41,13
78,48.6,40,13,41,13
78,53.699999999999996,41,13,41,13
79,7.199999999999999,12,10,26,10
79,9.299999999999999,13,10,26,10
79,9.6,14,10,26,10
79,12.0,14,10,26,10
79,19.8,23,10,26,10
79,24.599999999999998,18,10,26,10
79,26.7,14,10,26,10
79,27.599999999999998,14,10,26,10
79,32.4,15,10,26,10
79,33.0,17,10,26,10
79,40.199999999999996,23,10,26,10
79,43.199999999999996,21,10,26,10
79,53.1,28,10,26,10
79,57.0,27,10,26,10
79,57.9,28,10,26,10
80,9.9,15,17,15,17
80,16.8,11,17,15,17
80,17.4,11,17,15,17
80,21.9,18,17,15,17
80,23.7,14,17,15,17
80,24.0,12,17,15,17
80,24.3,12,17,15,17
80,29.7,14,17,15,17
80,35.1,15,17,15,17
80,37.5,15,17,15,17
80,42.6,13,17,15,17
80,44.1,12,17,15,17
80,53.1,9,17,15,17
80,53.4,11,17,15,17
80,54.9,10,17,15,17
81,1.5,16,16,48,16
81,1.7999999999999998,18,16,48,16
81,2.1,19,16,48,16
81,2.4,18,16,48,16
81,13.2,26,16,48,16
81,18.0,34,16,48,16
81,23.7,35,16,48,16
81,25.5,37,16,48,16
81,30.299999999999997,34,16,48,16
81,42.9,42,16,48,16
81,43.5,42,16,48,16
81,48.0,45,16,48,16
81,49.199999999999996,46,16,48,16
81,56.1,48,16,48,16
81,56.699999999999996,49,16,48,16
82,3.0,10,11,3,11
82,3.3,10,11,3,11
82,6.0,9,11,3,11
82,20.4,0,11,3,11
82,21.0,0,11,3,11
82,24.9,0,11,3,11
82,25.2,0,11,3,11
82,25.8,0,11,3,11
82,37.5,0,11,3,11
82,43.199999999999996,0,11,3,11
82,50.1,0,11,3,11
82,51.0,0,11,3,11
82,51.3,0,11,3,11
82,56.699999999999996,0,11,3,11
82,59.699999999999996,1,11,3,11
83,0.6,20,19,47,19
83,9.6,17,19,47,19
83,11.4,17,19,47,19
83,17.099999999999998,17,19,47,19
83,18.599999999999998,17,19,47,19
83,18.9,18,19,47,19
83,19.5,19,19,47,19
83,30.9,18,19,47,19
83,31.2,18,19,47,19
83,34.199999999999996,20,19,47,19
83,44.1,39,19,47,19
83,48.0,46,19,47,19
83,49.5,49,19,47,19
83,56.699999999999996,48,19,47,19
83,59.699999999999996,48,19,47,19
84,0.6,20,21,0,21
84,1.7999999999999998,19,21,0,21
84,3.3,18,21,0,21
84,4.2,18,21,0,21
84,4.5,16,21,0,21
84,11.4,9,21,0,21
84,18.9,4,21,0,21
84,20.099999999999998,5,21,0,21
84,29.7,8,21,0,21
84,30.599999999999998,8,21,0,21
84,31.5,8,21,0,21
84,33.3,8,21,0,21
84,42.0,3,21,0,21
84,45.0,0,21,0,21
84,47.4,1,21,0,21
85,0.3,11,10,0,10
85,5.3999999999999995,15,10,0,10
85,18.9,10,10,0,10
85,19.5,9,10,0,10
85,20.099999999999998,8,10,0,10
85,26.7,8,10,0,10
85,27.0,6,10,0,10
85,27.3,6,10,0,10
85,30.599999999999998,7,10,0,10
85,33.3,7,10,0,10
85,34.8,4,10,0,10
85,38.4,2,10,0,10
85,41.1,4,10,0,10
85,48.0,1,10,0,10
85,52.5,2,10,0,10
86,0.6,16,17,29,17
86,1.5,14,17,29,17
86,8.4,21,17,29,17
86,10.5,18,17,29,17
86,12.9,18,17,29,17
86,13.2,15,17,29,17
86,23.7,17,17,29,17
86,28.799999999999997,21,17,29,17
86,32.1,24,17,29,17
86,33.6,24,17,29,17
86,34.5,24,17,29,17
86,35.4,24,17,29,17
86,38.699999999999996,30,17,29,17
86,42.0,32,17,29,17
86,46.8,28,17,29,17
87,3.3,14,14,44,14
87,3.5999999999999996,13,14,44,14
87,13.799999999999999,24,14,44,14
87,17.099999999999998,24,14,44,14
87,17.7,25,14,44,14
87,18.3,27,14,44,14
87,28.799999999999997,33,14,44,14
87,38.4,36,14,44,14
87,39.3,35,14,44,14
87,44.699999999999996,40,14,44,14
87,45.9,39,14,44,14
87,47.4,39,14,44,14
87,49.5,36,14,44,14
87,54.0,37,14,44,14
87,55.5,40,14,44,14
88,11.4,15,18,22,18
88,14.7,15,18,22,18
88,17.7,11,18,22,18
88,18.9,17,18,22,18
88,27.0,12,18,22,18
88,27.3,12,18,22,18
88,35.4,20,18,22,18
88,36.6,25,18,22,18
88,44.4,19,18,22,18
88,46.8,21,18,22,18
88,47.699999999999996,20,18,22,18
88,52.199999999999996,23,18,22,18
88,55.5,23,18,22,18
88,57.599999999999994,24,18,22,18
88,59.699999999999996,20,18,22,18
89,2.4,10,11,37,11
89,5.7,11,11,37,11
89,7.5,13,11,37,11
89,10.2,16,11,37,11
89,20.7,20,11,37,11
89,22.8,20,11,37,11
89,23.099999999999998,20,11,37,11
89,24.9,27,11,37,11
89,25.2,27,11,37,11
89,40.5,36,11,37,11
89,50.4,38,11,37,11
89,55.8,37,11,37,11
89,56.699999999999996,36,11,37,11
89,59.4,37,11,37,11
89,59.699999999999996,37,11,37,11
90,2.4,16,22,37,22
90,3.3,17,22,37,22
90,5.1,22,22,37,22
90,7.199999999999999,20,22,37,22
90,9.299999999999999,19,22,37,22
90,18.9,19,22,37,22
90,21.3,19,22,37,22
90,21.9,19,22,37,22
90,22.5,20,22,37,22
90,23.099999999999998,19,22,37,22
90,23.7,17,22,37,22
90,43.5,18,22,37,22
90,44.1,19,22,37,22
90,46.5,23,22,37,22
90,50.699999999999996,27,22,37,22
91,1.7999999999999998,23,22,40,22
91,5.1,26,22,40,22
91,8.1,21,22,40,22
91,16.5,22,22,40,22
91,26.7,34,22,40,22
91,31.799999999999997,32,22,40,22
91,32.699999999999996,30,22,40,22
91,34.199999999999996,33,22,40,22
91,36.3,34,22,40,22
91,36.6,35,22,40,22
91,43.5,34,22,40,22
91,44.4,32,22,40,22
91,48.0,33,22,40,22
91,49.8,32,22,40,22
91,51.3,34,22,40,22
92,0.3,21,21,63,21
92,10.2,34,21,63,21
92,16.2,37,21,63,21
92,24.599999999999998,42,21,63,21
92,29.4,44,21,63,21
92,30.9,43,21,63,21
92,36.0,50,21,63,21
92,36.3,50,21,63,21
92,41.4,54,21,63,21
92,52.199999999999996,52,21,63,21
92,52.5,52,21,63,21
92,52.8,53,21,63,21
92,53.1,54,21,63,21
92,53.4,53,21,63,21
92,57.9,59,21,63,21
93,4.2,23,18,30,18
93,6.8999999999999995,23,18,30,18
93,13.2,24,18,30,18
93,16.2,29,18,30,18
93,21.9,29,18,30,18
93,27.9,30,18,30,18
93,30.299999999999997,32,18,30,18
93,34.199999999999996,29,18,30,18
93,39.9,34,18,30,18
93,45.9,39,18,30,18
93,46.199999999999996,40,18,30,18
93,48.6,38,18,30,18
93,48.9,39,18,30,18
93,57.3,32,18,30,18
93,58.5,30,18,30,18
94,7.5,16,17,16,17
94,9.0,16,17,16,17
94,11.7,13,17,16,17
94,14.399999999999999,13,17,16,17
94,15.6,17,17,16,17
94,24.599999999999998,15,17,16,17
94,25.8,14,17,16,17
94,31.2,16,17,16,17
94,31.799999999999997,16,17,16,17
94,37.8,15,17,16,17
94,40.199999999999996,18,17,16,17
94,43.199999999999996,20,17,16,17
94,44.1,23,17,16,17
94,44.4,23,17,16,17
94,48.3,24,17,16,17
95,16.5,9,17,0,17
95,17.7,8,17,0,17
95,19.5,7,17,0,17
95,19.8,7,17,0,17
95,24.599999999999998,3,17,0,17
95,39.0,0,17,0,17
95,45.0,0,17,0,17
95,46.199999999999996,0,17,0,17
95,49.5,0,17,0,17
95,50.4,0,17,0,17
95,52.8,0,17,0,17
95,53.699999999999996,0,17,0,17
95,54.0,0,17,0,17
95,56.4,0,17,0,17
95,57.0,0,17,0,17
96,3.0,16,16,20,16
96,9.0,13,16,20,16
96,9.9,14,16,20,16
96,10.2,15,16,20,16
96,25.2,18,16,20,16
96,26.099999999999998,18,16,20,16
96,30.599999999999998,23,16,20,16
96,31.5,24,16,20,16
96,33.0,26,16,20,16
96,33.3,26,16,20,16
96,40.5,26,16,20,16
96,48.0,20,16,20,16
96,49.8,22,16,20,16
96,53.4,28,16,20,16
96,54.9,27,16,20,16
97,1.5,10,11,17,11
97,10.2,6,11,17,11
97,18.599999999999998,10,11,17,11
97,21.3,9,11,17,11
97,33.0,15,11,17,11
97,34.5,15,11,17,11
97,37.8,12,11,17,11
97,38.699999999999996,11,11,17,11
97,39.6,8,11,17,11
97,45.9,13,11,17,11
97,46.8,11,11,17,11
97,47.699999999999996,9,11,17,11
97,48.0,9,11,17,11
97,52.8,13,11,17,11
97,54.3,11,11,17,11
98,1.2,11,13,9,13
98,4.8,18,13,9,13
98,9.9,13,13,9,13
98,10.2,13,13,9,13
98,12.9,14,13,9,13
98,20.4,11,13,9,13
98,23.4,6,13,9,13
98,24.0,7,13,9,13
98,24.9,4,13,9,13
98,30.0,5,13,9,13
98,35.1,14,13,9,13
98,40.199999999999996,15,13,9,13
98,44.699999999999996,12,13,9,13
98,56.1,12,13,9,13
98,58.199999999999996,11,13,9,13
99,1.2,21,22,32,22
99,2.1,20,22,32,22
99,12.299999999999999,11,22,32,22
99,13.799999999999999,10,22,32,22
99,14.7,9,22,32,22
99,15.899999999999999,9,22,32,22
99,21.9,11,22,32,22
99,32.1,26,22,32,22
99,36.0,21,22,32,22
99,37.199999999999996,24,22,32,22
99,47.1,25,22,32,22
99,48.6,23,22,32,22
99,50.699999999999996,25,22,32,22
99,52.5,26,22,32,22
99,52.8,27,22,32,22
100,3.9,16,13,0,13
100,4.2,15,13,0,13
100,6.8999999999999995,15,13,0,13
100,7.8,13,13,0,13
100,16.8,8,13,0,13
100,20.099999999999998,7,13,0,13
100,20.7,8,13,0,13
100,21.599999999999998,9,13,0,13
100,28.2,6,13,0,13
100,33.9,3,13,0,13
100,34.5,4,13,0,13
100,38.699999999999996,6,13,0,13
100,49.199999999999996,1,13,0,13
100,50.1,0,13,0,13
100,50.699999999999996,1,13,0,13
101,1.7999999999999998,13,16,17,16
101,4.8,12,16,17,16
101,5.7,12,16,17,16
101,8.4,11,16,17,16
101,10.2,8,16,17,16
101,11.4,8,16,17,16
101,13.5,5,16,17,16
101,16.8,9,16,17,16
101,20.7,9,16,17,16
101,27.0,14,16,17,16
101,29.099999999999998,18,16,17,16
101,30.599999999999998,19,16,17,16
101,38.699999999999996,18,16,17,16
101,46.199999999999996,16,16,17,16
101,54.9,14,16,17,16
102,11.1,18,15,10,15
102,11.7,17,15,10,15
102,13.799999999999999,11,15,10,15
102,21.599999999999998,6,15,10,15
102,27.0,13,15,10,15
102,30.9,12,15,10,15
102,36.9,14,15,10,15
102,37.5,16,15,10,15
102,37.8,14,15,10,15
102,38.4,13,15,10,15
102,38.699999999999996,13,15,10,15
102,42.0,14,15,10,15
102,42.3,13,15,10,15
102,50.1,11,15,10,15
102,54.3,8,15,10,15
103,6.3,21,22,10,22
103,7.5,18,22,10,22
103,9.6,15,22,10,22
103,9.9,15,22,10,22
103,10.5,16,22,10,22
103,16.2,11,22,10,22
103,20.099999999999998,11,22,10,22
103,32.699999999999996,19,22,10,22
103,36.3,22,22,10,22
103,40.8,16,22,10,22
103,41.4,17,22,10,22
103,47.1,15,22,10,22
103,54.0,14,22,10,22
103,55.199999999999996,13,22,10,22
103,55.5,13,22,10,22
104,1.5,22,21,36,21
104,6.6,22,21,36,21
104,12.9,29,21,36,21
104,20.4,28,21,36,21
104,21.3,26,21,36,21
104,28.2,33,21,36,21
104,29.099999999999998,32,21,36,21
104,31.5,32,21,36,21
104,35.1,33,21,36,21
104,41.1,36,21,36,21
104,41.4,36,21,36,21
104,51.3,36,21,36,21
104,51.9,37,21,36,21
104,54.6,35,21,36,21
104,57.0,39,21,36,21
105,4.8,22,17,13,17
105,6.6,19,17,13,17
105,8.1,18,17,13,17
105,10.2,20,17,13,17
105,11.7,21,17,13,17
105,12.299999999999999,21,17,13,17
105,14.1,22,17,13,17
105,15.0,20,17,13,17
105,32.699999999999996,22,17,13,17
105,36.9,16,17,13,17
105,38.4,17,17,13,17
105,38.699999999999996,16,17,13,17
105,49.199999999999996,19,17,13,17
105,53.699999999999996,15,17,13,17
105,57.0,13,17,13,17
106,8.1,15,17,49,17
106,15.0,22,17,49,17
106,20.7,26,17,49,17
106,30.299999999999997,32,17,49,17
106,30.9,31,17,49,17
106,31.5,32,17,49,17
106,33.0,33,17,49,17
106,33.6,31,17,49,17
106,33.9,32,17,49,17
106,39.0,32,17,49,17
106,40.199999999999996,34,17,49,17
106,43.5,37,17,49,17
106,47.4,43,17,49,17
106,54.3,46,17,49,17
106,57.9,49,17,49,17
107,13.2,14,13,24,13
107,16.5,13,13,24,13
107,17.099999999999998,15,13,24,13
107,21.3,12,13,24,13
107,25.5,17,13,24,13
107,26.4,16,13,24,13
107,30.0,21,13,24,13
107,34.5,20,13,24,13
107,39.3,24,13,24,13
107,39.9,24,13,24,13
107,42.3,26,13,24,13
107,54.3,27,13,24,13
107,54.9,26,13,24,13
107,57.9,25,13,24,13
107,58.199999999999996,25,13,24,13
108,1.2,20,20,46,20
108,2.6999999999999997,19,20,46,20
108,9.299999999999999,26,20,46,20
108,11.7,25,20,46,20
108,13.799999999999999,21,20,46,20
108,14.399999999999999,21,20,46,20
108,14.7,22,20,46,20
108,25.5,21,20,46,20
108,32.1,30,20,46,20
108,45.9,35,20,46,20
108,48.9,32,20,46,20
108,49.5,34,20,46,20
108,50.1,34,20,46,20
108,50.699999999999996,34,20,46,20
108,52.199999999999996,33,20,46,20
109,3.5999999999999996,9,15,32,15
109,5.1,9,15,32,15
109,8.7,15,15,32,15
109,9.0,15,15,32,15
109,18.9,18,15,32,15
109,19.2,17,15,32,15
109,23.7,13,15,32,15
109,33.0,16,15,32,15
109,35.1,12,15,32,15
109,42.9,23,15,32,15
109,45.3,24,15,32,15
109,46.5,25,15,32,15
109,48.3,26,15,32,15
109,57.599999999999994,31,15,32,15
109,59.4,32,15,32,15
110,0.6,17,16,34,16
110,7.8,25,16,34,16
110,11.7,28,16,34,16
110,19.2,33,16,34,16
110,21.599999999999998,34,16,34,16
110,21.9,36,16,34,16
110,33.3,36,16,34,16
110,36.6,39,16,34,16
110,36.9,41,16,34,16
110,37.5,42,16,34,16
110,39.6,39,16,34,16
110,40.5,42,16,34,16
110,44.1,38,16,34,16
110,46.5,39,16,34,16
110,56.699999999999996,40,16,34,16
111,0.8999999999999999,14,16,2,16
111,3.3,11,16,2,16
111,8.4,8,16,2,16
111,9.9,11,16,2,16
111,12.6,11,16,2,16
111,19.8,7,16,2,16
111,20.4,8,16,2,16
111,25.2,5,16,2,16
111,29.4,6,16,2,16
111,42.3,14,16,2,16
111,44.1,16,16,2,16
111,46.199999999999996,13,16,2,16
111,46.5,13,16,2,16
111,52.199999999999996,8,16,2,16
111,58.199999999999996,3,16,2,16
112,2.1,16,15,24,15
112,9.0,17,15,24,15
112,12.6,19,15,24,15
112,13.2,21,15,24,15
112,17.4,24,15,24,15
112,17.7,24,15,24,15
112,19.5,27,15,24,15
112,28.5,30,15,24,15
112,30.599999999999998,27,15,24,15
112,37.8,32,15,24,15
112,39.6,32,15,24,15
112,45.6,28,15,24,15
112,47.699999999999996,26,15,24,15
112,49.5,29,15,24,15
112,58.5,27,15,24,15
113,1.7999999999999998,18,16,47,16
113,12.6,30,16,47,16
113,14.1,34,16,47,16
113,20.4,35,16,47,16
113,22.2,34,16,47,16
113,30.0,39,16,47,16
113,35.699999999999996,43,16,47,16
113,36.3,43,16,47,16
113,38.699999999999996,41,16,47,16
113,39.6,39,16,47,16
113,40.199999999999996,38,16,47,16
113,47.699999999999996,42,16,47,16
113,50.4,43,16,47,16
113,53.699999999999996,45,16,47,16
113,55.199999999999996,47,16,47,16
114,5.3999999999999995,21,22,41,22
114,11.7,25,22,41,22
114,19.8,31,22,41,22
114,20.7,31,22,41,22
114,23.4,32,22,41,22
114,24.599999999999998,32,22,41,22
114,29.7,36,22,41,22
114,30.599999999999998,34,22,41,22
114,31.5,33,22,41,22
114,33.3,32,22,41,22
114,37.5,35,22,41,22
114,44.4,34,22,41,22
114,49.5,35,22,41,22
114,56.699999999999996,40,22,41,22
114,57.3,38,22,41,22
115,8.4,18,20,5,20
115,9.6,14,20,5,20
115,11.7,16,20,5,20
115,17.099999999999998,18,20,5,20
115,18.3,21,20,5,20
115,21.3,21,20,5,20
115,28.5,18,20,5,20
115,35.1,18,20,5,20
115,38.4,19,20,5,20
115,43.199999999999996,16,20,5,20
115,44.699999999999996,14,20,5,20
115,49.5,15,20,5,20
115,50.4,14,20,5,20
115,57.3,6,20,5,20
115,58.8,7,20,5,20
116,2.6999999999999997,9,13,10,13
116,3.0,11,13,10,13
116,6.8999999999999995,8,13,10,13
116,8.7,13,13,10,13
116,9.0,13,13,10,13
116,11.7,9,13,10,13
116,13.799999999999999,10,13,10,13
116,18.9,15,13,10,13
116,20.099999999999998,14,13,10,13
116,27.3,13,13,10,13
116,30.299999999999997,13,13,10,13
116,45.9,13,13,10,13
116,47.699999999999996,10,13,10,13
116,51.6,15,13,10,13
116,56.699999999999996,9,13,10,13
117,0.6,19,20,44,20
117,4.2,18,20,44,20
117,11.4,25,20,44,20
117,13.799999999999999,32,20,44,20
117,17.099999999999998,38,20,44,20
117,23.099999999999998,35,20,44,20
117,25.8,33,20,44,20
117,28.2,35,20,44,20
117,30.299999999999997,34,20,44,20
117,37.8,34,20,44,20
117,42.3,38,20,44,20
117,43.199999999999996,39,20,44,20
117,49.8,31,20,44,20
117,51.9,36,20,44,20
117,56.1,39,20,44,20
118,4.5,16,14,39,14
118,6.0,16,14,39,14
118,10.799999999999999,20,14,39,14
118,12.0,20,14,39,14
118,13.2,21,14,39,14
118,16.5,20,14,39,14
118,18.3,22,14,39,14
118,20.099999999999998,25,14,39,14
118,25.5,25,14,39,14
118,28.5,25,14,39,14
118,30.299999999999997,25,14,39,14
118,31.2,24,14,39,14
118,43.5,23,14,39,14
118,52.5,27,14,39,14
118,56.699999999999996,32,14,39,14
119,6.0,21,23,11,23
119,12.0,19,23,11,23
119,13.5,22,23,11,23
119,17.4,26,23,11,23
119,21.9,23,23,11,23
119,22.8,24,23,11,23
119,24.599999999999998,25,23,11,23
119,26.099999999999998,25,23,11,23
119,29.4,23,23,11,23
119,31.2,26,23,11,23
119,33.0,27,23,11,23
119,38.699999999999996,25,23,11,23
119,45.3,28,23,11,23
119,50.699999999999996,27,23,11,23
119,57.599999999999994,14,23,11,23
120,4.8,16,16,22,16
120,8.4,17,16,22,16
120,17.4,18,16,22,16
120,24.9,12,16,22,16
120,34.199999999999996,14,16,22,16
120,34.5,13,16,22,16
120,36.6,12,16,22,16
120,36.9,12,16,22,16
120,38.4,12,16,22,16
120,43.8,15,16,22,16
120,50.699999999999996,17,16,22,16
120,51.0,18,16,22,16
120,51.9,20,16,22,16
120,53.699999999999996,20,16,22,16
120,59.699999999999996,21,16,22,16
121,1.5,15,13,45,13
121,2.1,16,13,45,13
121,3.9,20,13,45,13
121,9.299999999999999,13,13,45,13
121,11.4,13,13,45,13
121,15.6,19,13,45,13
121,18.3,18,13,45,13
121,23.099999999999998,25,13,45,13
121,24.599999999999998,23,13,45,13
121,27.3,25,13,45,13
121,33.6,26,13,45,13
121,35.1,26,13,45,13
121,35.699999999999996,26,13,45,13
121,53.4,42,13,45,13
121,58.5,47,13,45,13
122,6.0,25,21,35,21
122,6.8999999999999995,24,21,35,21
122,8.4,25,21,35,21
122,9.299999999999999,25,21,35,21
122,17.7,26,21,35,21
122,18.0,26,21,35,21
122,21.599999999999998,26,21,35,21
122,24.3,33,21,35,21
122,28.5,28,21,35,21
122,47.699999999999996,36,21,35,21
122,51.3,35,21,35,21
122,54.6,40,21,35,21
122,55.8,38,21,35,21
122,57.9,38,21,35,21
122,58.5,36,21,35,21
123,4.2,17,18,31,18
123,6.0,18,18,31,18
123,7.5,20,18,31,18
123,13.2,23,18,31,18
123,16.2,24,18,31,18
123,16.8,23,18,31,18
123,17.4,23,18,31,18
123,21.3,22,18,31,18
123,22.2,23,18,31,18
123,24.9,22,18,31,18
123,26.4,23,18,31,18
123,37.199999999999996,29,18,31,18
123,41.699999999999996,30,18,31,18
123,42.6,30,18,31,18
123,45.9,28,18,31,18
124,4.8,19,13,49,13
124,7.8,21,13,49,13
124,11.4,20,13,49,13
124,16.2,25,13,49,13
